release_year,playlist_genre,track_name,track_artist,track_popularity
2010,pop,Just the Way You Are,Bruno Mars,80
2010,pop,DJ Got Us Fallin' In Love (feat. Pitbull),Usher,78
2010,pop,Dynamite,Taio Cruz,77
2010,pop,Raise Your Glass,P!nk,76
2010,pop,Baby,Justin Bieber,76
2010,pop,Moves Like Jagger - Studio Recording From The Voice Performance,Maroon 5,76
2010,pop,On Melancholy Hill,Gorillaz,75
2010,r&b,Just the Way You Are,Bruno Mars,80
2010,r&b,All Of The Lights,Kanye West,75
2010,r&b,My Chick Bad,Ludacris,65
2010,r&b,Sprawl II (Mountains Beyond Mountains),Arcade Fire,63
2010,r&b,All I Want Is You (feat. J. Cole),Miguel,62
2010,r&b,Dancing On My Own,Robyn,61
2010,r&b,Man Down,Rihanna,59
2010,r&b,Mi Mujer,Nicolas Jaar,59
2010,r&b,Round And Round,Ariel Pink,57
2010,r&b,Window Seat,Erykah Badu,56
2010,rap,No Hands (feat. Roscoe Dash & Wale),Waka Flocka Flame,74
2010,rap,No Hands (feat. Roscoe Dash & Wale),Waka Flocka Flame,74
2010,rap,Best I Ever Had,Drake,72
2010,rap,Memories (feat. Kid Cudi),David Guetta,66
2010,rap,Hard in Da Paint,Waka Flocka Flame,65
2010,rap,My Chick Bad,Ludacris,65
2010,rap,Grove St. Party (feat. Kebo Gotti),Waka Flocka Flame,63
2010,rap,Over,Drake,63
2010,rap,"All I Do Is Win - Feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross",DJ Khaled,62
2010,rap,How Low,Ludacris,61
2010,rock,What You Know,Two Door Cinema Club,71
2010,rock,The Suburbs,Arcade Fire,69
2010,rock,Animal,Neon Trees,68
2010,rock,Down with the Sickness,Disturbed,68
2010,rock,Pensando en Ti,Canserbero,66
2010,rock,Cryin' Like A Bitch!!,Godsmack,66
2010,rock,Love Will Tear Us Apart - 2010 Remaster,Joy Division,64
2010,rock,Carry on Wayward Son,Kansas,63
2010,rock,Carry on Wayward Son,Kansas,63
2010,rock,A Warrior's Call,Volbeat,63
2011,edm,Give Me Everything,Pitbull,79
2011,edm,Somebody That I Used To Know,Gotye,77
2011,edm,We Found Love,Rihanna,75
2011,edm,Blue (Da Ba Dee) - Gabry Ponte Ice Pop Radio,Eiffel 65,73
2011,edm,Stronger (What Doesn't Kill You),Kelly Clarkson,73
2011,edm,I Follow Rivers - The Magician Remix,Lykke Li,72
2011,edm,We Found Love,Rihanna,71
2011,edm,Save The World,Swedish House Mafia,67
2011,edm,Save The World,Swedish House Mafia,67
2011,edm,Titanium (feat. Sia),David Guetta,66
2011,latin,Someone Like You,Adele,79
2011,latin,Give Me Everything,Pitbull,79
2011,latin,A Thousand Years,Christina Perri,79
2011,latin,Stereo Hearts (feat. Adam Levine),Gym Class Heroes,77
2011,latin,We Found Love,Rihanna,75
2011,latin,Love You Like A Love Song,Selena Gomez & The Scene,75
2011,latin,Fuiste Tú,Ricardo Arjona,74
2011,latin,Stronger (What Doesn't Kill You),Kelly Clarkson,73
2011,latin,Country Girl (Shake It For Me),Luke Bryan,72
2011,latin,International Love,Pitbull,71
2011,pop,Mistletoe,Justin Bieber,84
2011,pop,Pumped Up Kicks,Foster The People,83
2011,pop,Pumped Up Kicks,Foster The People,83
2011,pop,Pumped Up Kicks,Foster The People,83
2011,pop,Pumped Up Kicks,Foster The People,83
2011,pop,Someone Like You,Adele,79
2011,pop,A Thousand Years,Christina Perri,79
2011,pop,Give Me Everything,Pitbull,79
2011,pop,Someone Like You,Adele,79
2011,pop,Give Me Everything,Pitbull,79
2011,r&b,Marvins Room,Drake,74
2011,r&b,Novacane,Frank Ocean,71
2011,r&b,Take Care,Drake,71
2011,r&b,Midnight City,M83,71
2011,r&b,Holocene,Bon Iver,70
2011,r&b,Crew Love,Drake,69
2011,r&b,Turning Tables,Adele,66
2011,r&b,Swim Good,Frank Ocean,65
2011,r&b,She (Featuring Frank Ocean),"Tyler, The Creator",64
2011,r&b,Wildfire,SBTRKT,62
2011,rap,Ni**as In Paris,JAY-Z,77
2011,rap,Ni**as In Paris,JAY-Z,77
2011,rap,The Motto,Drake,73
2011,rap,No Church In The Wild,JAY-Z,70
2011,rap,Donald Trump,Mac Miller,68
2011,rap,Lotus Flower Bomb (feat. Miguel),Wale,67
2011,rap,Ima Boss (feat. Rick Ross),Meek Mill,65
2011,rap,Ima Boss (feat. Rick Ross),Meek Mill,65
2011,rap,No Sleep,Wiz Khalifa,65
2011,rap,Trouble On My Mind,Pusha T,64
2011,rock,Pumped Up Kicks,Foster The People,83
2011,rock,Tongue Tied,Grouplove,78
2011,rock,Somebody That I Used To Know,Gotye,77
2011,rock,Lonely Boy,The Black Keys,72
2011,rock,Still Loving You,Scorpions,72
2011,rock,Cough Syrup,Young the Giant,70
2011,rock,The Look,Metronomy,69
2011,rock,Under Cover of Darkness,The Strokes,69
2011,rock,Gold on the Ceiling,The Black Keys,69
2011,rock,Gold on the Ceiling,The Black Keys,69
2012,edm,Can't Hold Us - feat. Ray Dalton,Macklemore & Ryan Lewis,83
2012,edm,When I Was Your Man,Bruno Mars,82
2012,edm,Just Give Me a Reason (feat. Nate Ruess),P!nk,80
2012,edm,Payphone,Maroon 5,78
2012,edm,Radioactive,Imagine Dragons,78
2012,edm,Don't You Worry Child - Radio Edit,Swedish House Mafia,77
2012,edm,Don't You Worry Child - Radio Edit,Swedish House Mafia,77
2012,edm,Don't You Worry Child - Radio Edit,Swedish House Mafia,77
2012,edm,Don't You Worry Child - Radio Edit,Swedish House Mafia,77
2012,edm,Whistle,Flo Rida,76
2012,latin,When I Was Your Man,Bruno Mars,82
2012,latin,Locked Out of Heaven,Bruno Mars,78
2012,latin,Treasure,Bruno Mars,76
2012,latin,Feel So Close - Radio Edit,Calvin Harris,75
2012,latin,Good Feeling,Flo Rida,73
2012,latin,Radioactive,Imagine Dragons,73
2012,latin,Firework,Katy Perry,73
2012,latin,We Are Young (feat. Janelle Monáe),fun.,73
2012,latin,Good Time,Owl City,72
2012,latin,Payphone,Maroon 5,72
2012,pop,Can't Hold Us - feat. Ray Dalton,Macklemore & Ryan Lewis,83
2012,pop,Can't Hold Us - feat. Ray Dalton,Macklemore & Ryan Lewis,83
2012,pop,Just Give Me a Reason (feat. Nate Ruess),P!nk,80
2012,pop,Just Give Me a Reason (feat. Nate Ruess),P!nk,80
2012,pop,Titanium (feat. Sia),David Guetta,79
2012,pop,Titanium (feat. Sia),David Guetta,79
2012,pop,Payphone,Maroon 5,78
2012,pop,Payphone,Maroon 5,78
2012,pop,Hall of Fame,The Script,78
2012,pop,What Makes You Beautiful,One Direction,78
2012,r&b,Feels Like We Only Go Backwards,Tame Impala,75
2012,r&b,Thinkin Bout You,Frank Ocean,75
2012,r&b,Thinkin Bout You,Frank Ocean,75
2012,r&b,You Said You'd Grow Old With Me,Michael Schulte,71
2012,r&b,The Morning,The Weeknd,70
2012,r&b,The Morning,The Weeknd,70
2012,r&b,Beneath Your Beautiful,Labrinth,69
2012,r&b,"Read All About It, Pt. III",Emeli Sandé,68
2012,r&b,Lost,Frank Ocean,68
2012,r&b,Lost,Frank Ocean,67
2012,rap,Wild Ones (feat. Sia),Flo Rida,76
2012,rap,Starships,Nicki Minaj,73
2012,rap,Poetic Justice,Kendrick Lamar,68
2012,rap,Jeremías 17-5,Canserbero,68
2012,rap,Backseat Freestyle,Kendrick Lamar,67
2012,rap,m.A.A.d city,Kendrick Lamar,67
2012,rap,Play Hard (feat. Ne-Yo & Akon),David Guetta,66
2012,rap,Ayy Ladies,Travis Porter,66
2012,rap,m.A.A.d city,Kendrick Lamar,65
2012,rap,Clique,Kanye West,64
2012,rock,Feels Like We Only Go Backwards,Tame Impala,75
2012,rock,We Are Young (feat. Janelle Monáe),fun.,75
2012,rock,Breezeblocks,alt-J,73
2012,rock,Madness,Muse,70
2012,rock,Courtesy Call,Thousand Foot Krutch,68
2012,rock,Absolute Zero,Stone Sour,68
2012,rock,She,Elvis Costello,64
2012,rock,War of Change,Thousand Foot Krutch,63
2012,rock,Como Tú (Magic Music Box),León Larregui,63
2012,rock,Souvenir,León Larregui,62
2013,edm,All of Me,John Legend,85
2013,edm,Counting Stars,OneRepublic,80
2013,edm,Dark Horse,Katy Perry,77
2013,edm,Roar,Katy Perry,77
2013,edm,Mirrors,Justin Timberlake,77
2013,edm,Safe And Sound,Capital Cities,77
2013,edm,Wrecking Ball,Miley Cyrus,76
2013,edm,Black Skinhead,Kanye West,75
2013,edm,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,Lana Del Rey,73
2013,edm,Turn Down for What,DJ Snake,72
2013,latin,All of Me,John Legend,85
2013,latin,Wake Me Up,Avicii,84
2013,latin,Vivir Mi Vida,Marc Anthony,75
2013,latin,Vivir Mi Vida,Marc Anthony,75
2013,latin,The Monster,Eminem,74
2013,latin,Turn Down for What,DJ Snake,72
2013,latin,Pompeii,Bastille,71
2013,latin,Darte un Beso,Prince Royce,70
2013,latin,6 AM,J Balvin,70
2013,latin,6 AM,J Balvin,70
2013,pop,All of Me,John Legend,85
2013,pop,All of Me,John Legend,85
2013,pop,Wake Me Up,Avicii,84
2013,pop,Wake Me Up,Avicii,84
2013,pop,Wake Me Up,Avicii,84
2013,pop,Sweater Weather,The Neighbourhood,81
2013,pop,Story of My Life,One Direction,80
2013,pop,Story of My Life,One Direction,80
2013,pop,Counting Stars,OneRepublic,80
2013,pop,Counting Stars,OneRepublic,80
2013,r&b,All of Me,John Legend,85
2013,r&b,Royals,Lorde,78
2013,r&b,Blurred Lines,Robin Thicke,76
2013,r&b,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,Lana Del Rey,73
2013,r&b,So Good At Being in Trouble,Unknown Mortal Orchestra,68
2013,r&b,Chum,Earl Sweatshirt,67
2013,r&b,Retrograde,James Blake,67
2013,r&b,Retrograde,James Blake,67
2013,r&b,It Won't Stop (feat. Chris Brown),Sevyn Streeter,66
2013,r&b,You're Not Good Enough,Blood Orange,63
2013,rap,Black Skinhead,Kanye West,75
2013,rap,"Work REMIX (feat. A$AP Rocky, French Montana, Trinidad James & ScHoolboy Q)",A$AP Ferg,71
2013,rap,DJ Turn It Up,Yellow Claw,69
2013,rap,23,Mike WiLL Made-It,68
2013,rap,Bandz A Make Her Dance (feat. Lil' Wayne & 2 Chainz),Juicy J,65
2013,rap,Switch Lanes,Tyga,64
2013,rap,Harlem Shake,Baauer,62
2013,rap,I Luv This Shit,August Alsina,61
2013,rap,We Own It (Fast & Furious),2 Chainz,59
2013,rap,Band Plays On,Lil Wyte,59
2013,rock,Do I Wanna Know?,Arctic Monkeys,82
2013,rock,Why'd You Only Call Me When You're High?,Arctic Monkeys,76
2013,rock,Hail to the King,Avenged Sevenfold,75
2013,rock,Cigarette Daydreams,Cage The Elephant,72
2013,rock,My Number,Foals,70
2013,rock,Shepherd of Fire,Avenged Sevenfold,68
2013,rock,Arrullo De Estrellas,Zoé,68
2013,rock,Wrong Side of Heaven,Five Finger Death Punch,67
2013,rock,I Sat By The Ocean,Queens of the Stone Age,66
2013,rock,"Call It Fate, Call It Karma",The Strokes,63
2014,edm,Dancin (feat. Luvli) - Krono Remix,Aaron Smith,84
2014,edm,Photograph,Ed Sheeran,84
2014,edm,Dancin (feat. Luvli) - Krono Remix,Aaron Smith,84
2014,edm,Thinking out Loud,Ed Sheeran,83
2014,edm,Summer,Calvin Harris,79
2014,edm,Little Do You Know,Alex & Sierra,79
2014,edm,Summer,Calvin Harris,79
2014,edm,Chandelier,Sia,79
2014,edm,Blank Space,Taylor Swift,78
2014,edm,Rude,MAGIC!,78
2014,latin,Photograph,Ed Sheeran,84
2014,latin,Thinking out Loud,Ed Sheeran,83
2014,latin,Rude,MAGIC!,78
2014,latin,Waves - Robin Schulz Radio Edit,Mr. Probz,76
2014,latin,Best Day Of My Life,American Authors,76
2014,latin,Propuesta Indecente,Romeo Santos,76
2014,latin,Propuesta Indecente,Romeo Santos,76
2014,latin,Problem,Ariana Grande,74
2014,latin,Counting Stars,OneRepublic,74
2014,latin,XO,John Mayer,72
2014,pop,Photograph,Ed Sheeran,84
2014,pop,Dancin (feat. Luvli) - Krono Remix,Aaron Smith,84
2014,pop,Dancin (feat. Luvli) - Krono Remix,Aaron Smith,84
2014,pop,Shut Up and Dance,WALK THE MOON,82
2014,pop,Shut Up and Dance,WALK THE MOON,82
2014,pop,No Role Modelz,J. Cole,82
2014,pop,The Nights,Avicii,80
2014,pop,The Nights,Avicii,80
2014,pop,Take Me To Church,Hozier,80
2014,pop,Summer,Calvin Harris,79
2014,r&b,Jealous,Labrinth,79
2014,r&b,Wet Dreamz,J. Cole,78
2014,r&b,Say Something,A Great Big World,78
2014,r&b,Wet Dreamz,J. Cole,78
2014,r&b,Not About Angels,Birdy,75
2014,r&b,I Mean It (feat. Remo),G-Eazy,74
2014,r&b,7/11,Beyoncé,71
2014,r&b,Partition,Beyoncé,71
2014,r&b,7/11,Beyoncé,71
2014,r&b,Post to Be (feat. Chris Brown & Jhene Aiko),Omarion,70
2014,rap,No Role Modelz,J. Cole,82
2014,rap,Hot N*gga,Bobby Shmurda,74
2014,rap,I Mean It (feat. Remo),G-Eazy,74
2014,rap,I Mean It (feat. Remo),G-Eazy,74
2014,rap,Collard Greens,ScHoolboy Q,72
2014,rap,You & Me - Flume Remix,Disclosure,72
2014,rap,7/11,Beyoncé,71
2014,rap,Trophies,Young Money,71
2014,rap,Post to Be (feat. Chris Brown & Jhene Aiko),Omarion,70
2014,rap,Si Te Vienen a Contar,Cartel De Santa,70
2014,rock,Dancin (feat. Luvli) - Krono Remix,Aaron Smith,84
2014,rock,A Sky Full of Stars,Coldplay,78
2014,rock,Chamber Of Reflection,Mac DeMarco,73
2014,rock,Magic,Coldplay,72
2014,rock,The Devil in I,Slipknot,71
2014,rock,I Love You So,The Walters,70
2014,rock,My Demons,STARSET,70
2014,rock,Kathleen,Catfish and the Bottlemen,66
2014,rock,Cold Cold Man,Saint Motel,65
2014,rock,Always in My Head,Coldplay,65
2015,edm,Stressed Out,Twenty One Pilots,83
2015,edm,Love Yourself,Justin Bieber,83
2015,edm,Sorry,Justin Bieber,81
2015,edm,Ride,Twenty One Pilots,81
2015,edm,See You Again (feat. Charlie Puth),Wiz Khalifa,80
2015,edm,What Do You Mean?,Justin Bieber,78
2015,edm,Secret Love Song (feat. Jason Derulo),Little Mix,77
2015,edm,My House,Flo Rida,76
2015,edm,Please Don't Go,Joel Adams,76
2015,edm,Maps,Maroon 5,76
2015,latin,Sugar,Maroon 5,80
2015,latin,Can't Feel My Face,The Weeknd,80
2015,latin,Centuries,Fall Out Boy,79
2015,latin,Unsteady,X Ambassadors,77
2015,latin,Faded,Alan Walker,77
2015,latin,Tennessee Whiskey,Chris Stapleton,77
2015,latin,Jumpman,Drake,75
2015,latin,Animals,Maroon 5,75
2015,latin,Confident,Demi Lovato,74
2015,latin,Bajo El Agua,Manuel Medrano,73
2015,pop,Stressed Out,Twenty One Pilots,83
2015,pop,The Hills,The Weeknd,83
2015,pop,Stressed Out,Twenty One Pilots,83
2015,pop,Stressed Out,Twenty One Pilots,83
2015,pop,Uptown Funk,Mark Ronson,82
2015,pop,Uptown Funk,Mark Ronson,82
2015,pop,Ride,Twenty One Pilots,81
2015,pop,Ride,Twenty One Pilots,81
2015,pop,Sorry,Justin Bieber,81
2015,pop,Ride,Twenty One Pilots,81
2015,r&b,Love Yourself,Justin Bieber,83
2015,r&b,The Hills,The Weeknd,83
2015,r&b,Don't,Bryson Tiller,80
2015,r&b,Exchange,Bryson Tiller,79
2015,r&b,Wait a Minute!,WILLOW,78
2015,r&b,Sunset Lover,Petit Biscuit,77
2015,r&b,Weekend (feat. Miguel),Mac Miller,77
2015,r&b,Tennessee Whiskey,Chris Stapleton,77
2015,r&b,Lay Me Down,Sam Smith,76
2015,r&b,Lost Boy,Ruth B.,76
2015,rap,Don't,Bryson Tiller,80
2015,rap,Exchange,Bryson Tiller,79
2015,rap,Antidote,Travis Scott,77
2015,rap,Kill Yourself (Part III),$uicideBoy$,77
2015,rap,Kill Yourself (Part III),$uicideBoy$,77
2015,rap,Weekend (feat. Miguel),Mac Miller,77
2015,rap,Come Get Her,Rae Sremmurd,76
2015,rap,Bitch Better Have My Money,Rihanna,75
2015,rap,679 (feat. Remy Boyz),Fetty Wap,75
2015,rap,Paris,$uicideBoy$,75
2015,rock,The Less I Know The Better,Tame Impala,85
2015,rock,The Less I Know The Better,Tame Impala,85
2015,rock,Stressed Out,Twenty One Pilots,83
2015,rock,Heavydirtysoul,Twenty One Pilots,71
2015,rock,Molly (feat. Brendon Urie of Panic at the Disco),Lil Dicky,70
2015,rock,Psycho,Muse,69
2015,rock,Yes I'm Changing,Tame Impala,69
2015,rock,Psycho,Muse,69
2015,rock,Throne,Bring Me The Horizon,68
2015,rock,I Am Machine,Three Days Grace,67
2016,edm,Closer (feat. Halsey),The Chainsmokers,85
2016,edm,Say You Won't Let Go,James Arthur,85
2016,edm,One Dance,Drake,83
2016,edm,That's What I Like,Bruno Mars,82
2016,edm,"i hate u, i love u (feat. olivia o'brien)",gnash,81
2016,edm,Let Me Love You,DJ Snake,81
2016,edm,Don't Let Me Down,The Chainsmokers,81
2016,edm,Heathens,Twenty One Pilots,81
2016,edm,In the Name of Love,Martin Garrix,80
2016,edm,In the Name of Love,Martin Garrix,80
2016,latin,Closer (feat. Halsey),The Chainsmokers,85
2016,latin,Closer (feat. Halsey),The Chainsmokers,85
2016,latin,Closer (feat. Halsey),The Chainsmokers,85
2016,latin,Starboy,The Weeknd,84
2016,latin,Don't Let Me Down,The Chainsmokers,81
2016,latin,Let Me Love You,DJ Snake,81
2016,latin,Cake By The Ocean,DNCE,80
2016,latin,7 Years,Lukas Graham,79
2016,latin,We Don't Talk Anymore,Charlie Puth,79
2016,latin,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,78
2016,pop,goosebumps,Travis Scott,86
2016,pop,Closer (feat. Halsey),The Chainsmokers,85
2016,pop,Closer (feat. Halsey),The Chainsmokers,85
2016,pop,Closer (feat. Halsey),The Chainsmokers,85
2016,pop,Say You Won't Let Go,James Arthur,85
2016,pop,Say You Won't Let Go,James Arthur,85
2016,pop,Closer (feat. Halsey),The Chainsmokers,85
2016,pop,Congratulations,Post Malone,84
2016,pop,Starboy,The Weeknd,84
2016,pop,Starboy,The Weeknd,84
2016,r&b,Say You Won't Let Go,James Arthur,85
2016,r&b,Closer (feat. Halsey),The Chainsmokers,85
2016,r&b,Congratulations,Post Malone,84
2016,r&b,Starboy,The Weeknd,84
2016,r&b,Good as Hell,Lizzo,83
2016,r&b,One Dance,Drake,83
2016,r&b,Good as Hell,Lizzo,83
2016,r&b,That's What I Like,Bruno Mars,82
2016,r&b,Redbone,Childish Gambino,81
2016,r&b,Nights,Frank Ocean,78
2016,rap,goosebumps,Travis Scott,86
2016,rap,goosebumps,Travis Scott,86
2016,rap,Closer (feat. Halsey),The Chainsmokers,85
2016,rap,Don't Let Me Down,The Chainsmokers,81
2016,rap,This Is What You Came For,Calvin Harris,79
2016,rap,Work from Home (feat. Ty Dolla $ign),Fifth Harmony,78
2016,rap,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,77
2016,rap,Chill Bill (feat. J. Davi$ & Spooks),Rob $tone,77
2016,rap,Chill Bill (feat. J. Davi$ & Spooks),Rob $tone,77
2016,rap,Broken,Lund,77
2016,rock,We Don't Talk Anymore,Charlie Puth,79
2016,rock,Dark Necessities,Red Hot Chili Peppers,74
2016,rock,Feel Invincible,Skillet,72
2016,rock,Locos,León Larregui,71
2016,rock,Waste A Moment,Kings of Leon,67
2016,rock,Scars,I Prevail,67
2016,rock,Silvertongue,Young the Giant,66
2016,rock,WALLS,Kings of Leon,64
2016,rock,Kids,Current Joys,64
2016,rock,Hot Blood,KALEO,63
2017,edm,Shape of You,Ed Sheeran,86
2017,edm,I Like Me Better,Lauv,83
2017,edm,Treat You Better,Shawn Mendes,83
2017,edm,Wolves,Selena Gomez,82
2017,edm,There's Nothing Holdin' Me Back,Shawn Mendes,82
2017,edm,Scared to Be Lonely,Martin Garrix,81
2017,edm,Symphony (feat. Zara Larsson),Clean Bandit,78
2017,edm,Symphony (feat. Zara Larsson),Clean Bandit,78
2017,edm,What About Us,P!nk,76
2017,edm,Friends (with BloodPop®),Justin Bieber,76
2017,latin,Believer,Imagine Dragons,88
2017,latin,Perfect,Ed Sheeran,86
2017,latin,Thunder,Imagine Dragons,85
2017,latin,Let You Down,NF,83
2017,latin,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,81
2017,latin,Ric Flair Drip (& Metro Boomin),Offset,81
2017,latin,Nevermind,Dennis Lloyd,79
2017,latin,Body,Loud Luxury,79
2017,latin,Stay,Zedd,79
2017,latin,Tu Sicaria,Ms Nina,78
2017,pop,Shape of You,Ed Sheeran,86
2017,pop,Shape of You,Ed Sheeran,86
2017,pop,Shape of You,Ed Sheeran,86
2017,pop,Thunder,Imagine Dragons,85
2017,pop,Thunder,Imagine Dragons,85
2017,pop,HUMBLE.,Kendrick Lamar,84
2017,pop,XO Tour Llif3,Lil Uzi Vert,84
2017,pop,New Rules,Dua Lipa,83
2017,pop,Something Just Like This,The Chainsmokers,83
2017,pop,Young Dumb & Broke,Khalid,83
2017,r&b,Jocelyn Flores,XXXTENTACION,86
2017,r&b,Shape of You,Ed Sheeran,86
2017,r&b,idontwannabeyouanymore,Billie Eilish,85
2017,r&b,ocean eyes,Billie Eilish,85
2017,r&b,HUMBLE.,Kendrick Lamar,84
2017,r&b,HUMBLE.,Kendrick Lamar,84
2017,r&b,Young Dumb & Broke,Khalid,83
2017,r&b,New Rules,Dua Lipa,83
2017,r&b,I Like Me Better,Lauv,83
2017,r&b,Chanel,Frank Ocean,82
2017,rap,Jocelyn Flores,XXXTENTACION,86
2017,rap,HUMBLE.,Kendrick Lamar,84
2017,rap,HUMBLE.,Kendrick Lamar,84
2017,rap,Fuck Love (feat. Trippie Redd),XXXTENTACION,84
2017,rap,Ric Flair Drip (& Metro Boomin),Offset,81
2017,rap,Ric Flair Drip (& Metro Boomin),Offset,81
2017,rap,1-800-273-8255,Logic,81
2017,rap,Ric Flair Drip (& Metro Boomin),Offset,81
2017,rap,Bank Account,21 Savage,80
2017,rap,LOVE. FEAT. ZACARI.,Kendrick Lamar,80
2017,rock,Sign of the Times,Harry Styles,80
2017,rock,Loving Is Easy,Rex Orange County,80
2017,rock,Sunflower,Rex Orange County,79
2017,rock,Falling for U,Peachy!,78
2017,rock,Lo Que Siento,Cuco,76
2017,rock,Everytime,boy pablo,70
2017,rock,Television / So Far So Good,Rex Orange County,69
2017,rock,Carolina,Harry Styles,68
2017,rock,Talk Too Much,COIN,68
2017,rock,You Say I'm in Love,Banes World,68
2018,edm,Falling,Trevor Daniel,97
2018,edm,Lucid Dreams,Juice WRLD,92
2018,edm,God's Plan,Drake,86
2018,edm,Calma - Remix,Pedro Capó,86
2018,edm,One Kiss (with Dua Lipa),Calvin Harris,85
2018,edm,The Middle,Zedd,84
2018,edm,In My Mind,Dynoro,84
2018,edm,Baila Conmigo (feat. Kelly Ruiz),Dayvi,83
2018,edm,2002,Anne-Marie,83
2018,edm,Baila Conmigo (feat. Kelly Ruiz),Dayvi,83
2018,latin,Falling,Trevor Daniel,97
2018,latin,Falling,Trevor Daniel,97
2018,latin,Happier,Marshmello,89
2018,latin,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,88
2018,latin,Without Me,Halsey,88
2018,latin,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,88
2018,latin,SICKO MODE,Travis Scott,87
2018,latin,SICKO MODE,Travis Scott,87
2018,latin,Sweet but Psycho,Ava Max,87
2018,latin,SAD!,XXXTENTACION,87
2018,pop,Falling,Trevor Daniel,97
2018,pop,Happier,Marshmello,89
2018,pop,Happier,Marshmello,89
2018,pop,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,88
2018,pop,Without Me,Halsey,88
2018,pop,Without Me,Halsey,88
2018,pop,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,88
2018,pop,Better Now,Post Malone,87
2018,pop,Better Now,Post Malone,87
2018,pop,Sweet but Psycho,Ava Max,87
2018,r&b,Falling,Trevor Daniel,97
2018,r&b,Lucid Dreams,Juice WRLD,92
2018,r&b,lovely (with Khalid),Billie Eilish,89
2018,r&b,Happier,Marshmello,89
2018,r&b,Without Me,Halsey,88
2018,r&b,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,88
2018,r&b,Without Me,Halsey,88
2018,r&b,Shallow,Lady Gaga,88
2018,r&b,Shallow,Lady Gaga,88
2018,r&b,rockstar (feat. 21 Savage),Post Malone,88
2018,rap,Falling,Trevor Daniel,97
2018,rap,rockstar (feat. 21 Savage),Post Malone,88
2018,rap,SICKO MODE,Travis Scott,87
2018,rap,SAD!,XXXTENTACION,87
2018,rap,SICKO MODE,Travis Scott,87
2018,rap,Going Bad (feat. Drake),Meek Mill,85
2018,rap,Going Bad (feat. Drake),Meek Mill,85
2018,rap,Murder On My Mind,YNW Melly,85
2018,rap,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,85
2018,rap,Going Bad (feat. Drake),Meek Mill,85
2018,rock,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,88
2018,rock,New Light,John Mayer,80
2018,rock,Venom - Music From The Motion Picture,Eminem,76
2018,rock,It's Not Living (If It's Not With You),The 1975,74
2018,rock,Wake Up in the Sky,Gucci Mane,73
2018,rock,Zombie,Bad Wolves,72
2018,rock,La Mujer Perfecta,KURT,72
2018,rock,Can I Call You Tonight?,Dayglow,72
2018,rock,Somebody To Love - 2011 Mix,Queen,69
2018,rock,Hunnybee,Unknown Mortal Orchestra,69
2019,edm,ROXANNE,Arizona Zervas,99
2019,edm,Blinding Lights,The Weeknd,98
2019,edm,Tusa,KAROL G,98
2019,edm,Memories,Maroon 5,98
2019,edm,The Box,Roddy Ricch,98
2019,edm,Circles,Post Malone,98
2019,edm,everything i wanted,Billie Eilish,97
2019,edm,Don't Start Now,Dua Lipa,97
2019,edm,RITMO (Bad Boys For Life),The Black Eyed Peas,96
2019,edm,bad guy,Billie Eilish,95
2019,latin,Dance Monkey,Tones and I,100
2019,latin,ROXANNE,Arizona Zervas,99
2019,latin,The Box,Roddy Ricch,98
2019,latin,Memories,Maroon 5,98
2019,latin,Blinding Lights,The Weeknd,98
2019,latin,Circles,Post Malone,98
2019,latin,The Box,Roddy Ricch,98
2019,latin,Memories,Maroon 5,98
2019,latin,Tusa,KAROL G,98
2019,latin,Tusa,KAROL G,98
2019,pop,Dance Monkey,Tones and I,100
2019,pop,Blinding Lights,The Weeknd,98
2019,pop,Blinding Lights,The Weeknd,98
2019,pop,Memories,Maroon 5,98
2019,pop,Circles,Post Malone,98
2019,pop,Blinding Lights,The Weeknd,98
2019,pop,Memories,Maroon 5,98
2019,pop,Tusa,KAROL G,98
2019,pop,everything i wanted,Billie Eilish,97
2019,pop,Don't Start Now,Dua Lipa,97
2019,r&b,ROXANNE,Arizona Zervas,99
2019,r&b,ROXANNE,Arizona Zervas,99
2019,r&b,Memories,Maroon 5,98
2019,r&b,Tusa,KAROL G,98
2019,r&b,Circles,Post Malone,98
2019,r&b,Memories,Maroon 5,98
2019,r&b,Blinding Lights,The Weeknd,98
2019,r&b,The Box,Roddy Ricch,98
2019,r&b,The Box,Roddy Ricch,98
2019,r&b,Blinding Lights,The Weeknd,98
2019,rap,The Box,Roddy Ricch,98
2019,rap,The Box,Roddy Ricch,98
2019,rap,Tusa,KAROL G,98
2019,rap,The Box,Roddy Ricch,98
